Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
13.84625235,9.407979965,1.022333503,-0.646660328,9.485432114
13.84861798,9.527621269,1.012762189,-0.421734989,9.590574263
13.85098293,9.876974106,0.969691396,-0.282951266,9.928493355
13.8533486,10.1210413,0.960120082,-0.048454657,10.16659507
13.85571449,10.02532864,1.003190875,-0.192024022,10.07722578
13.85807985,10.13539886,0.955334425,-0.302093863,10.18480411
13.86044496,9.709476471,1.046261668,-0.57966131,9.782872996
13.86281069,9.652048111,1.022333503,-0.713659346,9.732240656
13.86517615,9.364909172,1.132403374,-0.646660328,9.455264712
13.86754147,9.853045464,1.012762189,-0.407378048,9.913331883
13.86990725,9.776474953,0.97926265,-0.259023041,9.828810242
13.87227376,10.0205431,0.998405278,-0.244666114,10.07313053
13.8746397,10.01097202,1.051047325,-0.287736923,10.07010694
13.87700548,10.02532864,1.017547846,-0.215952247,10.07914943
13.87937115,10.03011417,0.926620543,-0.407378048,10.08106011
13.88173626,9.637691498,0.940977514,-0.617946446,9.703215647
13.88410204,9.934401512,0.936191857,-0.541376114,9.993091448
13.88646829,9.637691498,0.988833964,-0.359521598,9.694954657
13.88883444,9.943972588,0.873978496,-0.292522579,9.986590945
13.89120037,9.580264091,1.003190875,-0.445663214,9.642949118
13.8935661,9.96790123,1.007976532,-0.589232564,10.03604836
13.89593173,9.719047546,1.065404296,-0.512662232,9.790699367
13.89829626,9.958329201,0.940977514,-0.479162723,10.01415778
13.90066141,9.853045464,0.955334425,-0.412163705,9.907827597
13.90302688,9.915258408,0.940977514,-0.273379982,9.963559835
13.90539246,9.953543663,0.921834946,-0.206380948,9.998270061
13.90775824,9.623334885,0.878764093,-0.268594354,9.667106266
13.91012397,9.747760773,0.88354975,-0.407378048,9.796196053
13.91248938,9.570692062,0.950548768,-0.464805812,9.629004827
13.91485558,10.07318497,0.921834946,-0.584446907,10.13214751
13.91722089,9.824331284,1.003190875,-0.464805812,9.886350264
13.91958537,10.06361389,0.950548768,-0.402592421,10.11641973
13.92195121,9.714262009,1.036690354,-0.364307255,9.776212612
13.92431678,9.920044899,0.907477975,-0.421734989,9.970389535
13.92668204,9.63290596,1.046261668,-0.48394838,9.701636292
13.92904725,9.80997467,0.955334425,-0.498305321,9.868970316
13.93141287,9.776474953,1.012762189,-0.326022089,9.834197484
13.9337786,9.900901794,0.984048307,-0.129810631,9.950530549
13.93614407,9.958329201,1.046261668,-0.263808697,10.01661515
13.93850902,9.886545181,1.036690354,-0.349950314,9.946907446
13.94087423,10.11147022,0.950548768,-0.393021107,10.16365282
13.94324016,9.723833084,0.984048307,-0.297308207,9.778019896
13.94560584,9.900901794,0.969691396,-0.517447889,9.961722244
13.94797136,9.527621269,1.079761267,-0.550947428,9.604425777
13.95033704,9.905687332,1.012762189,-0.498305321,9.969786205
13.95270287,9.675976753,1.103689432,-0.330807716,9.744336316
13.9550686,9.920044899,1.017547846,-0.364307255,9.978748128
13.95743386,9.805189133,1.060618639,-0.34037903,9.86825738
13.9597998,9.929615974,0.993619621,-0.311665148,9.98407174
13.96216589,9.867402077,1.007976532,-0.38823548,9.926347124
13.96453251,9.800403595,0.974476993,-0.369092882,9.855645366
13.96689886,9.819545746,1.022333503,-0.263808697,9.87614497
13.96926485,9.699904442,1.089332461,-0.211166605,9.763164586
13.97163095,9.800403595,1.02711916,-0.383449823,9.861537312
13.97399631,9.628120422,1.003190875,-0.369092882,9.687276416
13.97636173,9.924830437,0.912263632,-0.426520646,9.975790896
13.97872793,9.757332802,0.964905739,-0.455234498,9.815489032
13.98109371,9.948758125,0.878764093,-0.512662232,10.00064184
13.98345954,9.76211834,1.003190875,-0.378664196,9.820831583
13.98582543,9.920044899,0.984048307,-0.369092882,9.975563715
13.98819141,9.671191216,1.065404296,-0.34037903,9.735650144
13.9905573,9.771689415,0.969691396,-0.349950314,9.82591882
13.99292355,9.776474953,0.984048307,-0.364307255,9.832625964
13.99528918,9.963115692,0.902692318,-0.364307255,10.0105568
13.99765532,9.987043381,0.878764093,-0.311665148,10.03047342
14.00002162,9.862616539,0.917049289,-0.397806764,9.913144537
14.00238704,9.929615974,0.974476993,-0.48394838,9.989048245
14.00475319,9.738189697,0.993619621,-0.460020155,9.799552902
14.00711933,9.83868885,0.998405278,-0.503090978,9.90200545
14.00948558,9.589835167,1.089332461,-0.464805812,9.662692595
14.01185194,9.857831001,0.969691396,-0.445663214,9.915429852
14.01421782,9.814760208,0.945763171,-0.464805812,9.871171681
14.01658381,10.01575756,0.888335407,-0.43609193,10.06452758
14.01895032,9.929615974,0.917049289,-0.35473597,9.978180716
14.02131668,9.963115692,0.945763171,-0.345164657,10.01385445
14.02368246,9.867402077,0.974476993,-0.326022089,9.920762045
14.02604766,9.719047546,1.003190875,-0.359521598,9.77729681
14.02841376,9.742975235,0.97926265,-0.53180486,9.806494694
14.03077996,9.771689415,0.969691396,-0.48394838,9.831603199
14.03314579,10.03011417,0.964905739,-0.38823548,10.08389608
14.03551168,9.934401512,1.003190875,-0.330807716,9.990403349
14.03787819,9.900901794,1.036690354,-0.383449823,9.9624102
14.04024412,9.599406242,1.055832982,-0.469591439,9.668707236
14.0426099,9.738189697,0.984048307,-0.517447889,9.801451013
14.04497683,9.73340416,0.988833964,-0.474377096,9.794997844
14.04734261,9.929615974,0.974476993,-0.48394838,9.989048245
14.04970871,9.929615974,0.950548768,-0.412163705,9.983521186
14.05207438,9.943972588,0.912263632,-0.268594354,9.989342255
14.05443996,9.771689415,0.97926265,-0.273379982,9.824439219
14.05680438,9.695118904,1.060618639,-0.393021107,9.760876398
14.05917001,9.608977318,1.098903775,-0.450448871,9.682093719
14.06153558,9.685547829,1.108475089,-0.431306273,9.758308197
14.06390131,9.83868885,1.022333503,-0.464805812,9.902575853
14.06626668,9.867402077,0.964905739,-0.445663214,9.924478955
14.06863261,9.982257843,0.888335407,-0.407378048,10.02998347
14.07099793,9.83868885,0.9314062,-0.345164657,9.888703375
14.07336433,9.862616539,0.97926265,-0.35473597,9.917459248
14.07573032,9.652048111,1.103689432,-0.393021107,9.722891992
14.07809589,9.79083252,1.070189953,-0.503090978,9.86198806
14.08046147,9.771689415,1.079761267,-0.493519664,9.843544081
14.08282746,9.80997467,1.02711916,-0.383449823,9.871049112
14.08519319,9.766903877,1.007976532,-0.359521598,9.825359221
14.08755959,9.80997467,0.974476993,-0.326022089,9.863645312
14.08992652,9.829116821,0.974476993,-0.239880472,9.880216877
14.09229329,9.800403595,1.017547846,-0.364307255,9.859819168
14.0946597,9.900901794,0.988833964,-0.527019203,9.964105489
14.09702641,9.891330719,1.02711916,-0.364307255,9.95118671
14.09939225,9.91047287,1.007976532,-0.282951266,9.965618426
14.10175829,9.613762856,1.007976532,-0.378664196,9.673874069
14.10412433,9.585049629,0.998405278,-0.503090978,9.650030571
14.10649074,9.608977318,0.998405278,-0.512662232,9.674300014
14.10885709,9.876974106,0.950548768,-0.48394838,9.934403177
14.11122293,9.982257843,0.888335407,-0.450448871,10.03182514
14.1135885,10.15454102,0.902692318,-0.239880472,10.1974065
14.11595381,10.0205431,0.984048307,-0.158524498,10.0699933
14.11832001,9.80997467,1.036690354,-0.292522579,9.868936082
14.12068563,9.63290596,1.098903775,-0.512662232,9.708928329
14.12305194,9.613762856,1.070189953,-0.641874671,9.694418284
14.12541725,9.848259926,0.988833964,-0.555733085,9.913367512
14.12778225,9.958329201,0.97926265,-0.306879491,10.01106642
14.13014761,9.977472305,0.926620543,-0.230309173,10.0230545
14.13251287,9.78126049,0.955334425,-0.273379982,9.831605019
14.13487834,9.73340416,0.936191857,-0.306879491,9.783137878
14.13724381,9.594620705,1.022333503,-0.445663214,9.659219842
14.13960902,9.685547829,1.012762189,-0.646660328,9.759799874
14.14197501,9.795618057,1.036690354,-0.560518682,9.86625771
14.14434069,10.00139999,1.012762189,-0.335593373,10.05814655
14.14670652,9.996614456,1.031904817,-0.254237413,10.05294807
14.14907204,9.872187614,0.964905739,-0.196809664,9.921182663
14.1514373,9.78126049,1.007976532,-0.220737889,9.835537539
14.15380329,9.671191216,1.007976532,-0.397806764,9.731711383
14.15616845,9.690333366,1.017547846,-0.503090978,9.756590844
14.15853433,9.671191216,0.993619621,-0.48394838,9.734137122
14.16090016,9.867402077,0.974476993,-0.35473597,9.921747163
14.16326569,9.867402077,0.97926265,-0.373878539,9.922921155
14.16563173,9.872187614,0.974476993,-0.474377096,9.931501766
14.1679974,9.742975235,0.960120082,-0.474377096,9.801654484
14.17036319,9.76211834,0.969691396,-0.469591439,9.821393587
14.17272819,9.747760773,1.007976532,-0.469591439,9.810982259
14.1750935,9.872187614,1.007976532,-0.345164657,9.929513766
14.17745871,9.929615974,1.003190875,-0.278165638,9.984039336
14.1798248,9.915258408,0.969691396,-0.182452723,9.964233021
14.18219095,9.857831001,0.936191857,-0.282951266,9.906227772
14.18455746,9.742975235,0.955334425,-0.460020155,9.800502479
14.18692423,9.800403595,0.940977514,-0.617946446,9.86484704
14.18929069,9.771689415,0.969691396,-0.517447889,9.833309094
14.19165647,9.891330719,0.926620543,-0.34037903,9.940468143
14.1940223,9.915258408,0.9314062,-0.273379982,9.962660459
14.19638746,9.920044899,0.940977514,-0.297308207,9.969008057
14.1987536,9.814760208,0.993619621,-0.460020155,9.875647646
14.20111897,9.728618622,0.955334425,-0.570089996,9.792021587
14.20348412,9.652048111,0.969691396,-0.565304339,9.717093348
14.20584933,9.757332802,0.945763171,-0.464805812,9.814074374
14.20821464,9.891330719,0.955334425,-0.359521598,9.943859564
14.210581,9.987043381,0.936191857,-0.192024022,10.03266485
14.21294683,10.00618649,0.993619621,-0.16331014,10.05672502
14.21531319,9.896116257,1.02711916,-0.302093863,9.953861132
14.21767897,9.776474953,1.02711916,-0.469591439,9.84149137
14.22004412,9.695118904,0.974476993,-0.574875653,9.760912764
14.22240944,9.714262009,0.940977514,-0.57966131,9.776928571
14.22477537,9.699904442,0.97926265,-0.450448871,9.75961094
14.2271411,9.805189133,0.97926265,-0.369092882,9.860878197
14.22950756,9.83868885,0.950548768,-0.297308207,9.888970291
14.23187329,9.881759644,0.969691396,-0.335593373,9.934892952
14.23423928,9.905687332,1.046261668,-0.440877587,9.970540509
14.23660454,9.943972588,1.051047325,-0.426520646,10.00845698
14.23896964,9.848259926,1.051047325,-0.330807716,9.909710278
14.24133532,9.78126049,1.046261668,-0.369092882,9.843980385
14.24370079,9.795618057,1.012762189,-0.378664196,9.855110702
14.24606595,9.824331284,0.993619621,-0.306879491,9.879217588
14.24843126,9.953543663,0.955334425,-0.326022089,10.00459823
14.25079694,9.872187614,0.984048307,-0.460020155,9.93177013
14.25316282,9.93918705,1.036690354,-0.503090978,10.00576167
14.25552834,9.886545181,1.098903775,-0.397806764,9.955381226
14.25789391,9.819545746,1.065404296,-0.412163705,9.885769767
14.26025928,9.63290596,1.079761267,-0.393021107,9.701197205
14.26262501,9.623334885,0.97926265,-0.335593373,9.678850787
14.26499079,9.656833649,0.993619621,-0.249451756,9.711021689
14.26735626,9.786046028,0.974476993,-0.244666114,9.837487676
14.26972188,9.929615974,0.964905739,-0.287736923,9.98053651
14.27208725,9.920044899,1.007976532,-0.287736923,9.975274433
14.27445256,9.905687332,0.969691396,-0.349950314,9.959187123
14.27681803,9.824331284,0.964905739,-0.440877587,9.881442268
14.27918319,9.79083252,0.988833964,-0.574875653,9.857417311
14.28154824,9.795618057,0.993619621,-0.469591439,9.857075083
14.28391433,9.819545746,0.969691396,-0.38823548,9.874943384
14.28628079,9.800403595,0.9314062,-0.302093863,9.84919737
14.28864688,9.83868885,0.936191857,-0.249451756,9.886277341
14.29101256,9.862616539,0.955334425,-0.282951266,9.912816465
14.29337808,9.814760208,1.012762189,-0.330807716,9.87241809
14.29574371,9.742975235,1.003190875,-0.460020155,9.805283112
14.29810944,9.757332802,1.041476011,-0.469591439,9.823987572
14.30047553,9.867402077,1.02711916,-0.464805812,9.931598157
14.30284157,9.96790123,0.945763171,-0.426520646,10.02174849
14.30520714,9.905687332,0.950548768,-0.306879491,9.955920827
14.30757246,9.886545181,1.003190875,-0.335593373,9.942976942
14.30993819,9.886545181,0.964905739,-0.426520646,9.942672607
14.31230449,9.766903877,0.984048307,-0.397806764,9.824409022
14.314671,9.685547829,0.955334425,-0.440877587,9.74252912
14.31703714,9.652048111,0.9314062,-0.359521598,9.703546054
14.31940266,9.776474953,0.940977514,-0.211166605,9.823924497
14.32176793,9.819545746,0.998405278,-0.206380948,9.872329251
14.32413303,9.862616539,1.041476011,-0.369092882,9.924318961
14.32649829,9.891330719,1.041476011,-0.416949332,9.954744719
14.32886428,9.896116257,1.036690354,-0.34037903,9.956088677
14.33122996,9.843474388,1.003190875,-0.373878539,9.901523374
14.33359553,9.747760773,0.974476993,-0.522233546,9.810258578
14.33596147,9.714262009,0.964905739,-0.512662232,9.775517993
14.33832641,9.699904442,0.955334425,-0.378664196,9.75418867
14.34069152,9.738189697,0.902692318,-0.373878539,9.787082158
14.34305657,9.786046028,0.984048307,-0.369092882,9.842320737
14.34542235,9.824331284,1.031904817,-0.364307255,9.885091426
14.3477873,9.824331284,1.060618639,-0.316450804,9.886482599
14.35015188,9.848259926,1.098903775,-0.282951266,9.91341891
14.35251688,9.805189133,1.113260746,-0.335593373,9.873890131
14.3548823,9.805189133,1.051047325,-0.455234498,9.871862684
14.35724782,9.757332802,0.974476993,-0.412163705,9.814531458
14.35961287,9.723833084,0.921834946,-0.512662232,9.780875834
14.36197813,9.719047546,0.845264614,-0.541376114,9.770744371
14.36434501,9.757332802,0.955334425,-0.421734989,9.81305598
14.36671115,9.78126049,0.955334425,-0.330807716,9.833369432
14.36907694,9.843474388,0.988833964,-0.402592421,9.901205043
14.37144272,9.833903313,1.065404296,-0.464805812,9.902362603
14.37380803,9.886545181,1.017547846,-0.421734989,9.947715298
14.37617365,9.929615974,1.051047325,-0.431306273,9.99439838
14.37853907,9.876974106,0.993619621,-0.498305321,9.939326216
14.38090501,9.934401512,0.940977514,-0.34037903,9.984669748
14.38327043,9.843474388,0.888335407,-0.230309173,9.886160536
14.38563579,9.752547264,0.917049289,-0.302093863,9.800225418
14.38800063,9.709476471,0.893121064,-0.311665148,9.755446363
14.3903661,9.714262009,0.9314062,-0.364307255,9.765609231
14.39273209,9.714262009,1.003190875,-0.589232564,9.783684036
14.39509777,9.766903877,0.960120082,-0.57966131,9.831085858
14.39746313,9.958329201,0.940977514,-0.431306273,10.01198203
14.39982829,10.00618649,0.964905739,-0.503090978,10.06518314
14.40219381,10.0205431,0.998405278,-0.464805812,10.08088
14.40455891,9.972686768,0.964905739,-0.268594354,10.02285725
14.40692428,9.857831001,0.988833964,-0.215952247,9.90965489
14.40928949,9.73340416,0.926620543,-0.302093863,9.782077635
14.41165537,9.652048111,0.974476993,-0.225523531,9.703736343
14.41402084,9.551549911,1.017547846,-0.364307255,9.61250379
14.41638652,9.690333366,0.964905739,-0.460020155,9.749113928
14.41875157,9.800403595,0.97926265,-0.345164657,9.85525264
14.42111798,9.867402077,0.984048307,-0.440877587,9.926144662
14.42348402,9.862616539,0.974476993,-0.527019203,9.924644056
14.42585032,9.876974106,0.950548768,-0.440877587,9.932398174
14.42821615,9.853045464,0.950548768,-0.311665148,9.903695423
14.43058204,9.800403595,0.998405278,-0.464805812,9.862087414
14.43294808,9.70468998,0.984048307,-0.48394838,9.766450978
14.43531376,9.73340416,1.007976532,-0.282951266,9.789547213
14.43767871,9.79083252,1.003190875,-0.407378048,9.850520303
14.44004444,9.786046028,0.97926265,-0.302093863,9.839558573
14.44241032,9.920044899,1.031904817,-0.23509483,9.97634141
14.44477584,9.900901794,1.003190875,-0.38823548,9.95916538
14.44714115,9.853045464,0.950548768,-0.263808697,9.902304928
14.44950694,9.824331284,0.993619621,-0.311665148,9.879367403
14.45187225,9.76211834,0.969691396,-0.632303357,9.830516945
14.45423829,9.719047546,0.998405278,-0.522233546,9.784141566
14.45660412,9.786046028,0.912263632,-0.421734989,9.837519108
14.45897001,9.814760208,0.888335407,-0.503090978,9.86771292
14.46133584,9.805189133,0.960120082,-0.555733085,9.867745627
14.46370152,9.896116257,0.998405278,-0.35473597,9.952676408
14.46606761,9.896116257,0.955334425,-0.148953214,9.943237294
14.46843376,9.819545746,0.960120082,-0.326022089,9.871757677
14.47079975,9.728618622,0.984048307,-0.393021107,9.786155371
14.47316527,9.819545746,1.02711916,-0.326022089,9.878499017
14.47553115,9.709476471,0.998405278,-0.349950314,9.766944848
14.47789746,9.786046028,0.969691396,-0.455234498,9.844502868
14.4802635,9.83868885,0.969691396,-0.431306273,9.895762972
14.48262949,9.91047287,0.902692318,-0.330807716,9.956995514
14.48499569,9.900901794,0.888335407,-0.330807716,9.946176646
14.48736079,9.819545746,0.9314062,-0.440877587,9.873467942
14.48972709,9.752547264,1.003190875,-0.522233546,9.817907004
14.49209298,9.714262009,0.993619621,-0.512662232,9.778393983
14.49445923,9.843474388,0.993619621,-0.503090978,9.906279247
14.49682626,9.886545181,0.974476993,-0.536590457,9.948935136
14.49919303,9.977472305,0.964905739,-0.34037903,10.02979833
14.50155933,9.953543663,0.969691396,-0.206380948,10.00279591
14.50392563,9.867402077,0.97926265,-0.369092882,9.922741992
14.50629256,9.805189133,0.998405278,-0.373878539,9.862977856
14.50865855,9.833903313,0.998405278,-0.402592421,9.892651218
14.51102444,9.872187614,1.022333503,-0.397806764,9.932950433
14.51339063,9.843474388,1.012762189,-0.345164657,9.901455142
14.51575657,9.80997467,0.97926265,-0.393021107,9.866560898
14.51812246,9.738189697,0.964905739,-0.359521598,9.792478616
14.52048819,9.709476471,0.964905739,-0.421734989,9.766413714
14.52285407,9.690333366,1.041476011,-0.455234498,9.756765421
14.52522006,9.752547264,1.007976532,-0.306879491,9.809300171
14.52758569,9.766903877,0.969691396,-0.335593373,9.820658617
14.52995136,9.872187614,0.984048307,-0.35473597,9.927450678
14.5323172,9.915258408,1.079761267,-0.330807716,9.979362075
14.53468282,9.857831001,1.065404296,-0.416949332,9.923999451
14.53704918,9.824331284,1.003190875,-0.498305321,9.887981862
14.53941511,9.829116821,0.921834946,-0.474377096,9.883640563
14.54178126,9.857831001,0.964905739,-0.488734037,9.916992291
14.54414735,9.891330719,1.007976532,-0.38823548,9.950134013
14.54651329,9.934401512,0.974476993,-0.311665148,9.986945178
14.54887959,9.829116821,0.988833964,-0.230309173,9.881415506
14.55124558,9.79083252,1.051047325,-0.397806764,9.855118068
14.55361225,9.690333366,1.051047325,-0.517447889,9.760892047
14.55597876,9.690333366,1.022333503,-0.474377096,9.755652729
14.55834501,9.805189133,0.988833964,-0.455234498,9.865432833
14.56071037,9.876974106,1.007976532,-0.431306273,9.937638516
14.56307579,9.881759644,0.998405278,-0.421734989,9.941018416
14.56544131,9.987043381,0.988833964,-0.416949332,10.04453458
14.5678074,9.953543663,0.945763171,-0.316450804,10.00338146
14.57017345,9.79083252,0.917049289,-0.326022089,9.839088943
14.57253985,9.728618622,0.950548768,-0.445663214,9.785099844
14.57490657,9.675976753,0.960120082,-0.512662232,9.737000527
14.57727324,9.699904442,0.945763171,-0.493519664,9.758390022
14.57963975,9.771689415,0.950548768,-0.383449823,9.825298507
14.582006,9.876974106,0.984048307,-0.263808697,9.929378812
14.5843722,9.934401512,1.017547846,-0.34037903,9.992176685
14.58673881,9.920044899,0.984048307,-0.412163705,9.977250162
14.58910516,9.915258408,0.960120082,-0.393021107,9.96938541
14.59147121,9.800403595,0.921834946,-0.479162723,9.855317712
14.59383725,9.719047546,0.945763171,-0.498305321,9.777661345
14.5962035,9.661619186,0.940977514,-0.431306273,9.71691047
14.59856954,9.747760773,0.955334425,-0.297308207,9.798974238
14.60093543,9.867402077,0.964905739,-0.316450804,9.919516517
14.60330084,9.934401512,0.988833964,-0.369092882,9.990313087
14.60566615,9.891330719,0.950548768,-0.364307255,9.943575118
14.60803194,9.915258408,0.964905739,-0.445663214,9.972061375
14.61039751,9.848259926,0.955334425,-0.517447889,9.908008869
14.61276298,9.786046028,0.97926265,-0.536590457,9.849547275
14.6151286,9.728618622,0.964905739,-0.479162723,9.788087673
14.61749397,9.752547264,0.984048307,-0.488734037,9.814244248
14.61985928,9.80997467,1.055832982,-0.397806764,9.874646148
14.6222247,9.881759644,1.012762189,-0.282951266,9.937551123
14.62459027,9.819545746,1.046261668,-0.321236432,9.880350954
14.62695589,9.78126049,1.036690354,-0.507876635,9.849148306
14.62932209,9.814760208,0.974476993,-0.570089996,9.879480045
14.63168834,9.766903877,0.964905739,-0.450448871,9.824782879
14.63405438,9.83868885,0.969691396,-0.373878539,9.893426346
14.63642074,9.83868885,1.02711916,-0.38823548,9.899772667
14.63878636,9.915258408,0.964905739,-0.369092882,9.968932838
14.64115162,9.690333366,1.007976532,-0.416949332,9.751534453
14.64351683,9.896116257,0.988833964,-0.460020155,9.956029737
14.64588324,9.671191216,1.103689432,-0.460020155,9.744828805
14.64824938,9.824331284,1.089332461,-0.488734037,9.896615146
14.65061553,9.709476471,1.108475089,-0.359521598,9.779156719
14.6529824,9.867402077,0.993619621,-0.407378048,9.925666757
14.65534876,9.915258408,1.022333503,-0.349950314,9.973965124
14.65771454,10.05404282,0.917049289,-0.373878539,10.10269971
14.660081,9.876974106,0.893121064,-0.335593373,9.922948434
14.66244699,9.953543663,0.912263632,-0.455234498,10.00562316
14.66481282,9.642477036,0.984048307,-0.431306273,9.702151285
14.66717808,9.886545181,0.993619621,-0.560518682,9.952147344
14.66954397,9.580264091,1.07497561,-0.364307255,9.647266577
14.67190959,9.905687332,1.012762189,-0.57966131,9.974183476
14.67427548,9.661619186,1.079761267,-0.278165638,9.725746543
14.67664173,9.948758125,0.993619621,-0.445663214,10.00818085
14.67900829,9.795618057,0.988833964,-0.311665148,9.850333035
14.68137454,9.747760773,0.888335407,-0.445663214,9.798295544
14.68374063,9.690333366,0.864407182,-0.311665148,9.733801708
14.68610621,9.757332802,0.974476993,-0.421734989,9.814938065
14.6884724,9.78126049,1.113260746,-0.450448871,9.854710064
14.69083855,9.924830437,1.204187989,-0.402592421,10.00571879
14.69320485,9.819545746,1.247258782,-0.397806764,9.906431413
14.69557141,9.819545746,1.12283206,-0.321236432,9.888752365
14.69793688,9.594620705,1.012762189,-0.393021107,9.655925606
14.70030251,9.776474953,0.792622507,-0.493519664,9.820960981
14.70266839,9.723833084,0.69212395,-0.445663214,9.758615737
14.70503423,9.666405678,0.725623488,-0.594018221,9.711785923
14.70740001,9.896116257,0.926620543,-0.498305321,9.951886795
14.709766,9.819545746,1.108475089,-0.297308207,9.886383962
14.71213157,10.15932655,1.141974568,-0.445663214,10.23301703
14.71449694,9.857831001,1.151545882,-0.259023041,9.928241682
14.71686188,10.01097202,0.926620543,-0.464805812,10.06450351
14.71922761,9.723833084,0.97926265,-0.378664196,9.780351311
14.72159214,9.795618057,0.960120082,-0.617946446,9.86193802
14.72395766,9.675976753,1.070189953,-0.507876635,9.74821888
14.72632319,9.872187614,1.051047325,-0.416949332,9.936731632
14.72868845,9.857831001,0.998405278,-0.158524498,9.909529513
14.73105381,9.929615974,0.869192839,-0.273379982,9.971334224
14.73341975,9.719047546,0.749551713,-0.474377096,9.75944397
14.73578605,9.857831001,0.783051193,-0.641874671,9.909692443
14.7381524,9.647262573,0.907477975,-0.661017239,9.712370217
14.7405185,10.00618649,1.007976532,-0.507876635,10.06964366
14.74288355,10.00139999,1.175474167,-0.282951266,10.07421475
14.74524923,9.934401512,1.199402332,-0.335593373,10.01216871
14.74761506,10.06839943,1.137188911,-0.311665148,10.13720873
14.74998074,9.675976753,0.969691396,-0.522233546,9.738457548
14.752346,9.642477036,0.78783685,-0.708873689,9.700543912
14.75471173,9.379266739,0.720837831,-0.622732103,9.427515421
14.75707699,9.876974106,0.725623488,-0.503090978,9.916362613
14.75944282,9.70468998,0.998405278,-0.177667081,9.757529723
14.76180871,10.36032391,1.094118118,-0.16331014,10.41921667
14.76417407,9.963115692,1.223330617,-0.091525465,10.03835589
14.76653959,9.929615974,1.103689432,-0.469591439,10.00179583
14.76890516,9.532406807,0.998405278,-0.546161771,9.600098193
14.77127027,9.599406242,0.893121064,-0.603589535,9.659740461
14.77363563,9.518050194,0.950548768,-0.622732103,9.585646443
14.77600027,9.96790123,0.845264614,-0.440877587,10.01338605
14.77836589,9.977472305,0.926620543,-0.201595306,10.02243583
14.78073246,10.10668468,1.051047325,-0.268594354,10.16473899
14.78309876,9.920044899,1.079761267,-0.349950314,9.984770424
14.78546501,9.76211834,1.046261668,-0.536590457,9.832677523
14.78783105,9.508479118,1.051047325,-0.574875653,9.583650538
14.7901973,9.474979401,1.065404296,-0.555733085,9.550872223
14.79256287,9.70468998,1.07497561,-0.297308207,9.768570639
14.79492891,9.857831001,1.007976532,-0.211166605,9.911480216
14.79729496,10.01097202,0.936191857,-0.168095797,10.0560565
14.7996611,9.948758125,0.917049289,-0.206380948,9.993065632
14.8020272,9.78126049,0.940977514,-0.584446907,9.843783503
14.80439298,9.661619186,0.988833964,-0.857228696,9.749847124
14.80675923,9.656833649,1.079761267,-0.574875653,9.73400239
14.80912537,9.747760773,1.089332461,-0.522233546,9.822332369
14.81149136,9.905687332,1.141974568,-0.464805812,9.982123616
14.81385725,10.09232807,1.084546804,-0.244666114,10.15338314
14.81622282,9.953543663,1.031904817,-0.125024989,10.00767157
14.81858845,9.881759644,0.974476993,-0.440877587,9.939474438
14.82095423,9.623334885,1.055832982,-0.617946446,9.700784267
14.82332016,9.546764374,1.07497561,-0.488734037,9.619518882
14.82568621,9.771689415,1.012762189,-0.393021107,9.8318903
14.82805188,9.891330719,0.969691396,-0.249451756,9.941878644
14.83041772,9.905687332,0.964905739,-0.316450804,9.957601404
14.83278365,9.96790123,0.97926265,-0.397806764,10.02378474
14.83514975,9.819545746,1.031904817,-0.598803878,9.891757796
14.83751558,9.561120987,0.993619621,-0.828514814,9.648251203
14.83988074,9.786046028,1.007976532,-0.680159807,9.861304727
14.84224631,9.786046028,1.060618639,-0.244666114,9.84639377
14.84461246,9.843474388,1.02711916,-0.426520646,9.906103253
14.84697865,9.857831001,0.926620543,-0.297308207,9.905748324
14.84934516,9.867402077,0.921834946,-0.297308207,9.914827058
14.85171157,9.800403595,0.921834946,-0.455234498,9.854183312
14.85407782,9.920044899,0.960120082,-0.48394838,9.978142483
14.8564436,9.80997467,1.012762189,-0.445663214,9.872178381
14.85881001,9.91047287,1.007976532,-0.416949332,9.97032276
14.86117595,9.819545746,1.079761267,-0.287736923,9.882922421
14.86354173,9.776474953,0.969691396,-0.364307255,9.831199504
14.86590798,9.719047546,0.921834946,-0.364307255,9.76946184
14.86827355,9.805189133,0.859621525,-0.460020155,9.853542593
14.8706386,9.747760773,0.902692318,-0.560518682,9.805502266
14.87300454,9.915258408,0.917049289,-0.507876635,9.970519914
14.87537027,9.833903313,1.031904817,-0.479162723,9.899498918
14.8777361,9.872187614,1.02711916,-0.460020155,9.936130062
14.88010136,9.996614456,1.118046403,-0.302093863,10.06347798
14.88246605,9.83868885,1.17068851,-0.326022089,9.913455517
14.88483147,9.742975235,1.046261668,-0.359521598,9.805584413
14.88719683,9.719047546,0.921834946,-0.407378048,9.771162763
14.88956225,9.518050194,0.936191857,-0.431306273,9.573701467
14.89192824,9.709476471,0.888335407,-0.263808697,9.753597704
14.89429391,9.819545746,0.859621525,-0.326022089,9.862490468
14.89665891,9.776474953,0.950548768,-0.498305321,9.83520786
14.89902496,9.972686768,1.036690354,-0.397806764,10.03431405
14.90139069,9.929615974,1.060618639,-0.541376114,10.00076364
14.90375657,9.824331284,1.070189953,-0.785444021,9.913612561
14.90612251,9.824331284,1.060618639,-0.684945464,9.905127327
